第1列,单词,释义
,pessimistic,悲观的。pessimist 悲观主义者。pessimism 悲观，悲观情绪。
,manifold,多样的
运动,jogging,慢跑
运动,badminton,羽毛球运动
,tackle,"应付，解决，与...交涉 （与address 类似，但address倾向于讨论和分析问题，tackle倾向于找到解决方案）
tactic 策略，手法，战术
tactical adj.战术的，策略的"
,tangle,"n.v. 缠结的一团，乱团；混乱，纷乱；和..发生冲突。
tangle with 与某人或某物争斗或争论"
,tangled,adj.紊乱的，纠缠的，复杂的
,circumvent,v.规避，回避，绕过，克服（问题，困难）。circumvent the law 规避法律。circumvent the problem 克服问题。
,surmount,"v.克服(问题，困难等）, 耸立于..之上，在...顶上"
,taunt,n.v.奚落，嘲弄。adj.很高的。Dark matters has been taunting scientists for more than 100 years.
,tease,"v.取笑，嘲笑，逗弄（动物）；（性方面）挑逗；哄，逗；分离，梳理
provocative adj.挑衅的，煽动性的；挑逗的，激发性欲的；引发思考的。n.刺激物，挑拨物。"
,tease apart,仔细分离，把粘在一起的东西分开。
,tissue,纸巾
,tissues,n.（比如生物体的）组织
,problems of,"of 是..内在的，with是与..有关的。""problems with the car"" might refer to specific issues that need to be fixed, while ""problems of the car"" might refer to the general difficulty of maintaining and operating a car."
,problems with,"of 是..内在的，with是与..有关的。""problems with the car"" might refer to specific issues that need to be fixed, while ""problems of the car"" might refer to the general difficulty of maintaining and operating a car."
,intervention,干预，介入，调停，斡旋。rehabilitation intervention 康复干预。
,interference,干涉，干预，指电波信号的干涉。constructive / destructive interference 指处于相同或相反相位时发生的增强或抵消性干涉。
,intercept,n.v. 拦截（导弹拦截火箭弹）
,abject,adj.卑贱的，不幸的，可怜的。abject poverty 赤贫。abject apology 低三下四的道歉。
,adjective,形容词。
,adjection,附加物。
,adjacent,adj.毗连的，相近的。We were standed in two adjacent hotel rooms.
,trench,壕沟，沟渠
,way behind,远远落后。girls are leaving the boys way behind 女孩远远领先于男孩
,blow past,迅速通过
,parity,平等，相同。gender parity 性别平等
,disparity,差异，不平等
,carve,雕刻。carve out 切割出
,curb,n.v.控制，抵制；马路牙子。
,curve,曲线
,cause,原因，理由；事业
,course,课程；进程，过程，道路。
,curse,n.v.骂人话，咒语，诅咒，月经。
,coach,n.教练，旅客车厢，长途公车 v.训练，教导
,court,n.法庭，法院，球场，宫廷；庭院。v.奉承，讨好
,courtyard,n.庭院，院子。
,zigzag,之字形，锯齿形的，曲折的，
,puberty,青春期，发育期，开花期
,juvenile,青少年，青少年的。jevenile delinquency 青少年犯罪。
,adolescent,青少年，青春期的。adolescence 青春期。 scent 香味
学生,school leaver,毕业生。
学生,pupil,n.学生，（尤指）小学生。
,literal,adj.字面上的，逐字的
,lateral,"adj.侧面的，横向的，平级的。lateral thinking 横向思维，发散思维
(creative thinking，think more innovatively，break the mould)。Using lateral thinking, the students can solve problems in an unconventional manner.
He made an attempt to break the mould of British politics.他对打破英国政坛一成不变的局面做出了一次尝试。"
,bilateral,adj.双边的。Bilateral relation 双边关系。
,unilateral,adj.单边的，单方面的，单侧的
,duality,n.二元性
,linear,adj.直线的，线性的。 rely on linear thinking 依赖于直线思维。
,accommodate,为..提供住宿，提供空间，容纳；考虑到，顾及；适应，顺应；帮助，施以援手，
,sexist,性别歧视者
,penguin,企鹅
,imprint,n.印记，痕迹，特征，版本说明。v.加特征，刻上记号。书上贴的那种防伪，就是imprint
,LLC limited liability company,有限责任公司
,vibrant,充满活力的，鲜艳夺目的，强劲的，颤抖震动的。vibrant culture。
,habit,a routine or practice performed regularly; an automatic response to a specific situation
,distort,v.扭曲，使失真，歪曲，曲解。distort transform 自由变换。Your brain will frantically distort the image 扭曲图像。
,extort,v.敲诈，勒索。
,retort,v.反驳。
,dispense,v.发放，分配，提供，施予；配药，发药。dispense bartender 吧台服务员
,dispensable,adj.可有可无的，不是必要的。
,indispensable,adj.不可或缺的，必需的。n.不可缺少之物，必不可少的人。
,provision,n. 提供，供给。
,proportion,比例
,portion,n.一部分，一份，一客。v.分配。a sizable portion 相当大的一部分。
,proprietary,"adj.所有的，所有权的；专卖的，专利的；所有者的；私有的，私密的 n.所有权；所有人
proprietary technology 专用技术，核心技术"
,lingo,行话，术语。复数为lingos 或 longoes。
,terminology,术语，术语学
 ,lingua,舌。复数为 linguae。
,lingua franca,通用语，共通语言。
 ,lingual,"语言的，舌的。舌音。linguistic 语言的，语言学的。linguistic school, bachelor's degree in linguistics."
 ,bilingual,双语的
 ,monolingual,单一语言的
 ,monologue,n.长篇独白，独角戏；长篇大论
,introductory,介绍的。an introductory class
,our brains are picky,挑剔的
,novelty,新奇的，新奇性，新奇的事物。out brains love novelty
,eureka moment,"尤里卡时刻，灵光乍现。阿基米德发现浮力时在澡堂里喊出来的词。
the brain-boosting benefits decrease as soon as you get your eureka moment."
,holistic,adj.整体的，全面的；功能整体性的.
,get by with,"勉强应付。be able to get by with their native language, be it for work, travel and leisure."
,cram,"塞进，塞满，填鸭式学习，(为应考)临时死记硬背。It concerns some parents that these examinations may induce cramming.
This warship is crammed full of new and revolutionary technologies."
,rote,死记硬背。rote memorisation 机械记忆 = remember sth mechanically.
回忆,reminisce,v.追忆，怀旧
回忆,reminiscent,adj 使回忆起，加快过去的，怀旧的。n.回忆者。
回忆,reminiscence,n.回想，回忆，记忆力。
,hectic,繁忙的(生活)
,cushy,轻松愉快的，安逸的
,slacker,偷懒的人，懈怠的人
,dominate,支配。
,dominant,主导的，占支配地位的。
,dominance,n.优势，支配地位。It is the weapon that defines Western military dominance. 注意 W 大写
,predominantly,adv.绝大多数，主要地。a black girl in a predominantly white city 一个黑人姑娘在一个白人为主的城市里。
,demonize,妖魔化
,omit,v.省略，遗漏；不做，未能做
,omis,n.省略
,omission,n.省略，遗漏；被省略（或排除）的人（或物）；（尤指道德上或法律义务的）疏忽
,virtual,表示”效果上跟实际一样的”，如 virtual monopoly 事实垄断。又如 虚拟主机、虚拟现实、虚拟内存、虚拟图书馆
,virtual reality,虚拟现实。visual 视觉的，视力的。
,non-virtual experience,指现实生活。
,rule out,排除某种可能性，阻止某事的发生。（Egypy ruled out any possibility to take in Palestinian refugees.
,turn away,拒绝接纳。Egypy decided to turn away the Palestinian people.
,complicit,"同谋的。We draw strength from seeing people expose complicit media organizations.
explicit 清楚明了的。"
,inflict,v.打击，使遭受，使受罚，打扰。to inflict a fatal blow on the enemy. to inflict the death penalty upon the murderer. The harm we inflict 使遭受 on loved ones shows up as abuse 虐待 and violence
,deficit,n.亏损，赤字
,exploit,"剥削，压榨；开发，利用。Hamas leader thrives on exploiting his own people and manipulating global sympathy. He is nothing but a thief, robbing the civilians in Gaza of their freedom and a brighter future.
Taking fusion energy to the threshold of industrial exploitation.
It exploits our own natural tendencies in human beings to get and want feedback, and that feedback chemically speaking is the release of dopamine in your brain.
explore 探索。"
,manipulate,v.操纵，摆布；操作，使用；篡改，校正。
,maneuver,"/ maneuver n.细致巧妙的移动；策略，手段，军事演示。v.移动，操作，控制。
maneuver warware 机动战。cobra maneuver 眼镜蛇机动。"
,meticulous,adj.一丝不苟的，注重细节的
,mitigate,"v.减轻，缓解，平息。mitigate emission 减少排放。mitigate poverty 减轻贫困。= relieve, ease, lighten, mitigate 减轻。miti 有小的意思。"
,moderate,"adj.普遍的，中等的。v.缓和, 使适中；主持(讨论或会议)；审核评价"
,malicious,adj 恶意的，恶毒的，怀恨的。You should disable his account for he is looking to do malicious things.
,miraculous,adj.奇迹般的，超自然的。miracle 的形容词。
,pernicious,"adj.有害的；恶性的；致命的；险恶的。
She was well known to be troubled by pernicious gossip surrounding her personal life 她深陷在恶意的流言蜚语中。"
,impoverish,v.使贫困，使赤贫
,seduce,"诱奸，勾引，引诱
lure n.诱惑(物)，诱惑力；鱼饵，诱饵。v.诱惑，引诱。"
,induce,诱使，引起，导致，催生。induced current 感应电流。induced abortion 人工流产。stress-induced diseases 压力导致的疾病。
,induction,n.电磁感应；就职，就职仪式；导致，引导；引产，催生；归纳，归纳法。induction motor 感应式电动机。
,deduce,演绎，推断，溯源。
,conduce,"有助于，导致。同义词 contribute to, lead to. Money and beauty do not always conduce to happiness."
,conducive,"有助于..的，有益的。同义 helpful, beneficial, profitable, advantageous.A noisy room is not a conducive atmosphere for studying."
,conductive,能导电的，能传热的。注意不要与conducive 混淆。
,adduce,v.引证
屠杀,massacre,屠杀。acre 英亩。
屠杀,slaught,屠宰，屠杀
屠杀,holocaust,大屠杀
屠杀,carnage,大屠杀
屠杀,genocide,种族灭绝，大屠杀。
屠杀,assassinate,暗杀
屠杀,homicide,凶杀
屠杀,decimate,v.大批杀害，大量毁灭；大大削弱，使……严重失效；抽杀……十分之一的人；十中抽一，取十分之
屠杀,abduct,v.绑架，诱拐
屠杀,barbaric,残暴的，野蛮的。
屠杀,sadistic,虐待狂的
屠杀,brutal,残暴的，冷酷的
屠杀,cruel,残酷的，残忍的
屠杀,cruelty,n.残酷，残忍，残酷的行为，虐待。animal cruelty 虐待动物。spectacular cruelty
屠杀,callous,"adj.冷酷无情的，冷漠的；起老茧的，硬结的。n.老茧，v.使长茧。be callous to 麻木不仁.
= relentless, ruthless, crude"
屠杀,savage,n.v.adj. 野蛮人，残害，凶恶的，野蛮未开化的。Hamas is a  savage barbaric organization.
屠杀,mutilate,v.使残废，毁伤。the captive soldiers had been tortured and mutilated。self-mutilator 自残。
屠杀,mutilation,n.切断，毁损。
屠杀,dismember,v.肢解，分割，瓜分。
屠杀,dismantle,"v.拆开，取消。He dismantled the bike。
dismantle the notion that woman should have to endure harassment 打破观念。
dismentle the entire ship's ability to move which will be disastrous."
屠杀,torture,折磨
屠杀,vendetta,n.仇杀，相互复仇。
,barbarian,n. 野蛮人；未开化的人；无教养的人 adj.野蛮的；未开化的
军事,escort,n.护送者，护卫队，护航舰；伴游，护送。v.护送，押送。
军事,arsenal,n.军械库，兵工厂；武器装备
军事,armament,n.武器，军备；武装，战备。General Armament Department 总装备部。Armament Science / industry 兵器科学 / 军火工业。
军事,ammunition,n.弹药，军火。
军事,lethality,n.杀伤力，致命性，毁坏性
军事,casualty,"n.伤亡人数；受害者；急诊室，急救室；事故，灾难。casualty insurance 灾害伤亡保险。
casual adj.休闲的，便装的；随意的，非正式的"
军事,artillery,n.火炮；炮兵。artillery sheell 炮弹。
军事,fortify,"v.筑防于，设要塞于；增强体制；提高(食品)营养价值；
fortify with 加强，强化。"
军事,ambush,n.伏击，埋伏；v.伏击，埋伏突袭。They set up an ambush to surprise the convoy 伏击车队/ fall into an ambush
,enlist,v.（使）参军，（使）入伍；争取，谋取；赞助，支持
,conscript,n.应征士兵，被征召者  v.征召，征募  adj.被征召的
,truce,n.v.停战，停战协定
报应，报复,retribution,n.报应，惩罚，报复
报应，报复,retributory,adj.报应的
报应，报复,revenge,n.v.报仇，复仇
报应，报复,vendetta,n.仇杀，相互复仇。
报应，报复,retaliation,n.报复，反击
忙碌，繁华，喧闹,hustle,n. 忙碌，喧嚣。v.推搡。he was hustled out of the hall.
忙碌，繁华，喧闹,bustle,n. 喧哗，匆忙。be bustling about sth. 为..忙碌
忙碌，繁华，喧闹,hustle and bustle,热闹繁华
忙碌，繁华，喧闹,hectic,忙碌的
忙碌，繁华，喧闹,hum,n.嗡嗡声，嘈杂声 v.哼（曲子）；发嗡嗡声；活跃，繁忙。workers bustle and sewing machine hum
,incite,v.鼓动，煽动。to provoke and urge on。inciting incident （戏剧中的）触发事件。
,recite,v.朗诵，背诵。
,excite,"v. 刺激，使兴奋。
cite 引用，援引"
,quote,n.v.引述。i will urge caution about quoting numbers being distributed by hamas.
,allege,v.断言，宣称
,narrative,n.adj. 叙述，讲故事
,narrate,v.讲(故事)，叙述；给(电影等)配音解说
,assert,v.断言，主张，坚持。The left asserts that a black person can not be a racist.左派断言黑人不可能是种族主义者。
,reiterate,v.重申，反复说。We reiterate this stance again. 再次重申立场。
,adduce,"v.引证，举例。近义词 cite, quote, allege. The plaintiff adduced a number of evidences to prove the criminal's guilt 原告举出了若干证据来证明罪犯有罪。"
,denounce,v.遣责，指责，抨击，告发。
,exposit,v.详解，详述；阐述，解释，说明
,exposition,n.解释，阐述；展览会，博览会
声称，断言,affirm,v.申明，断言。af- 表示加强。I affirm that what he said is true.
声称，断言,assert,主观意味强，指自认为某事就是如此，而不管事实如何。
声称，断言,affirm,侧重在作出断言时表现出的坚定与不可动摇的态度。
声称，断言,allege,多指无真凭实据，不提供证据的断言或宣称。
声称，断言,maintain,与assert近义，但前者指坚决维护某种主张或观点。
声称，断言,testify,多指在法庭作证，庄严地宣称自己所说属实。
声称，断言,claim,可与assert换用，但语气弱一些，侧重指行使自己的权利提出要求令他人承认
声称，断言,cite,"v.引用，援引；引证，引以为例；传唤，传讯；嘉奖，表彰
check the citation 检查引用，以验证信息。"
,attest,v. <正式>证明，表明；<正式>（尤指在法庭上）证实
,assertive,adj.坚定自信的，果断的
,assertiveness,n.魄力，自信；强势
,assertively,adv.独断地；断言地
,similarity,相似点
,objective,n.目的，目标；adj.客观的。Is casual sex objectively bad for us?
,subjective,adj.出自（或涉及）个人感情的，个人的；主观的（非现实世界的）；（语法中）主语的；自觉的  n.（语法）主格
,therein lies the difference.,差异就体现在那里。（买EPA还是DHA的故事）
,foresee,v.预见，预知。
,foreseeable,可预见的。My parents want to feel reassured that i got a stable job and a foreseeable future.
,cut out for,适合于(比如某种工作）
,go viral,病毒式传播。 a hit 成功而风糜一时的事物。
,eliminate,除去
,eradicate,"v.根除 = uproot
radicate 使生根，确立
radical 激进的，根本的，彻底的"
,erase,"擦掉，抹除
exterminate = destroy = abolish = eliminate = wipe out"
,erode,v.侵蚀，腐蚀，损害，消弱。
,erosion,n.侵蚀，腐蚀；消弱，降低；糜烂，溃疡。Soil erosion 水土流失。
,corrode,"v.损害，腐蚀。
rode: 骑 ride / rode / rode
rod 杆"
,corrosion,n.腐蚀，侵蚀. Stainless steel has some unique properties including resistance to corrosion.
,extricate,v.（使）摆脱，解救，救出。extricate oneself 自拔，脱身。
,extricable a.,可救出的
,inextricable a.,无法逃脱的，解不开的，无法解决的。
,intricate,复杂的，难理解的，错综的。This loom can produce intricate patterns.
,intricacy,n.错综复杂的事物；盘根错节
追求，抱负,pursue,v.追求
追求，抱负,pursuit,n.追求。in pursuit of freedom.
追求，抱负,aspire,v.渴望，有志（成为）。
追求，抱负,aspiration,"n.抱负，志向。
inspire v.激励，鼓舞，给予灵感"
追求，抱负,crave,v.渴望，恳求。I must crave your pardon 恳求您的原谅。crave the excitement of driving fast 渴望开快车的刺激。
,spirit,"精神、情绪
词根spir表示呼吸"
,inspire,"吸(气), 鼓舞, 感动,"
,inspiration,灵感
,respire,呼吸
,transpire,蒸发；(秘密)被泄露
,expire,"期满, 呼气, 断气,"
,conspire,"共谋, 阴谋"
,aspire,"热望, 立志，"
,despair,"绝望, 失望"
,inspirational,启发灵感，鼓舞人心的，励志的。
,perspire,v.出汗
,perspiration,n.排汗，付出
,adversity,逆境，困境。
,adversary,n.对手。
,adverse,不利的，逆向的，相反的，有害的。adverse weather conditions 不利的天气条件。
,adversely,adv.不利的，有害的
,advertent,adj.留意的，注意的，小心的
,inadvertent,adj.不注意的。We may inadvertently shame them out of emotions seen as negative 我们可能会无意中因为他们被视为消极的情绪而羞辱他们。
,obsolete,adj.淘汰的，废弃的，过时的. n.过时的事物。=outdated.
,isolate,v.使隔离，使孤立。
,insulate,"v.使隔热，使隔音，使绝缘，使隔绝
insult v.侮辱，冒犯；损害，危害"
,desolate,adj.荒无人烟的，荒凉的；凄凉的，孤独忧伤的。v.使悲痛欲绝，使荒凉。With the desert and other desolate terrain.
,alienate,v.离间，使疏远
,estrange,"v.疏远，离间，隔离。estrange oneself from sb.
absolute 绝对的"
,undermine,v.逐渐消弱（信心、权威等），挖墙脚。undermine non-Muslim societies.
减少，减轻，缓解，下降，缩减,mitigate,"v.减轻，缓解，平息。mitigate emission 减少排放。mitigate poverty 减轻贫困。= relieve, ease, lighten, mitigate 减轻。miti 有小的意思。
mortgage 按揭贷款。"
减少，减轻，缓解，下降，缩减,alleviate,v.减轻，缓和。alleviate her pain。alleviate the burden on students 减轻学生压力。源于 relieve。=mitigate.
减少，减轻，缓解，下降，缩减,appease,v.安抚，抚慰，绥靖。appease thirst 减轻饥渴。
减少，减轻，缓解，下降，缩减,diminish,"v.减少，减弱，降低，贬低，轻视。
The second you fire a weapon the stealth capability is severely diminished 当你开火的那一刻，你的隐身能力就严重消弱了。"
减少，减轻，缓解，下降，缩减,diminution,n.减少，降低，缩小
减少，减轻，缓解，下降，缩减,minish,使减少，使缩小，缩小。
减少，减轻，缓解，下降，缩减,deminish,v.减弱，降低，减少；贬低，轻视
减少，减轻，缓解，下降，缩减,lessen,v.使变小，使减轻，使变少。
减少，减轻，缓解，下降，缩减,vanish,消失，绝迹
减少，减轻，缓解，下降，缩减,plummet,n.铅锤，骤降。v.(数量、价值等)暴跌；(从高处)坠落。optical plummet 光学对中器。
减少，减轻，缓解，下降，缩减,curtail,"v.减缩，限制，剥夺...的特权。curtail the number of troops 裁军。

decrease, diminish, lessen, reduce, dwindle
这些协词的共同含义是“减少，变少”。"
减少，减轻，缓解，下降，缩减,decrease,指逐渐地、不断地减少。
减少，减轻，缓解，下降，缩减,diminish,侧重大小数量和重要性的不断减小，强调减小的部分。
减少，减轻，缓解，下降，缩减,lessen,普通用词，与decrease近义。指数目、程度、价值、实力等的减少。
减少，减轻，缓解，下降，缩减,reduce,普通用词，含义广。指数量、程度的降低或减少。
减少，减轻，缓解，下降，缩减,dwindle,与decrease同义，指逐渐减小，但强调变得越来越少终至全
阻止，遏制，妨碍,prevention,预防，阻止
阻止，遏制，妨碍,precaution,预防措施
阻止，遏制，妨碍,stem,
阻止，遏制，妨碍,hurdle,n.障碍，难关；(跨栏比赛中的)栏架，跨栏赛跑。v.跳越(障碍)，克服困难，参加跨栏.
阻止，遏制，妨碍,hinder,"v.阻碍，妨碍。Trying to consistently multitask can actually hinder your ability to think deep and complex thoughts.
Social stigmas, such as slut-shaming, hinder some girls from developing free and healthy relationships."
阻止，遏制，妨碍,hinge,n.铰链，合叶；枢纽，关键；铰合部  v.给（某物）装铰链
阻止，遏制，妨碍,sabotage,蓄意破坏
阻止，遏制，妨碍,strangle,v.扼死，勒死，绞死；抑制，扼杀；抑制
困难，艰难，障碍,arduous,adj.艰苦的，艰难的，费力的 = very difficult。sth be an arduous process.
困难，艰难，障碍,obstacle,n.障碍物，妨碍。= barrier
困难，艰难，障碍,obstruct,"v. 堵塞，阻塞（洞口、通道、道路等）；遮住，挡住（视线）；阻碍，妨碍。 unobstructed view 不受遮挡的视线。
plates must not be obstructed in a way that prevents them from being read or accurately photographed"
困难，艰难，障碍,obstruction,n. 阻挠，妨碍；堵塞；障碍物；阻塞，梗阻（道路中间的分隔岛）
困难，艰难，障碍,setback,困难，挫折
破坏,vandal,n.破坏他人或公共财产者，汪达尔人（以破坏文物著称）。vandal-表示流浪者、破坏者，表达破坏、丑化、伤害的意思。
破坏,vandalize,v.故意破坏。
破坏,vandalism,n.故意破坏。
破坏,ravage,n.v灾害，暴力，毁坏。
破坏,spoilage,损坏
破坏,tamper,v.做手脚，破坏。You must not tamper with the devices on your car.
破坏,breach,n.违反，破坏；(关系)中断，终止 v.违反，破坏。breach an amendment 违反修正案。
破坏,destruction,n.破坏，摧毁
废除，撤销,repeal,n/vt. 废除，撤销（法律、法案等）
废除，撤销,expat,n.旅居国外者，侨民；亡命国外者。adj.旅居国外的，侨居的；被流放国外的。v.移居国外；逐出国外
放大,exaggerate,夸张
放大,exaggeration,"夸张。when  you say “the line must be a mile long”, that sounds a exaggration"
放大,escalate,v.逐步扩大，不断恶化，加剧。The house prices in China have escalated sharply 房价飙升。escalates to ethnic cleansing and imposition of Sharia law.
放大,exacerbate,"v. 恶化，加剧。
go sour 变质，恶化，常用于描述关系等。sour: 酸的，馊的。
amplify = expand 放大"
放大,augment,n.增加 v.增加，扩大。=increase。aug有增大、提高的意思，源于称号奥古斯都。augment productivity 提高生产力。
,crucial,至关重要的。
,radical,激进的，根本的，彻底的。
,readily,轻松地，乐意地。
,cynical,愤世嫉俗的。
,league,"n.联盟，社团；范畴。v.使..结盟，与..联合; 结盟，团结。league member 共青团员。
You are out of my league 你跟我不是一类人(一般是自谦，表示自己配不上)！"
,sentiment,观点，看法，情绪
,sentimental,adj.感性的，情感的，伤感的，多愁善感的。与 理性 相对。
,sense,n.感官，观念，理智。v.感觉到。
,sensation,n.感觉，感受，直觉。激动，轰动。
,sensitive,敏感的
,sensitize,v.使敏感。
,desensitize,v.使不敏感，使麻木。Does sniffing too many scents desensitize your nose?
,presentiment,n.预感
,contagious,adj. 疾病接触性传染的；情感具有感染力的。The energy and the warmth that they give off is contagious.
,reckless,adj.鲁莽的，不计后果的。Hamas is recklessly endangering them.
,be well-rounded,丰满的，面面俱到的，多才多艺的
,fall short of,达不到。fall short of one's expectations.
,standards of upright conduct,"良好的行为准则
sutdent's autonomy = self-discipline 学生的自我管理、自制。discipline n.纪律。v.管束。Tom lacks self-discipline and is unable to finish anything.
be an arduous process
self-paced learning / education. Self-paced distance learning offers students convenience and flexibility 自己控制进度的远程学习方式."
,perceive,v.认为，视为。perceive as 当作。
,percept,认知，认知的对象
,perception,n.感知，看法，认知。
,perceptive,adj.有洞察力的，感知的。
,perceivable,adj.可感知的。
,perceptible,adj.可感知的，看得见的。
,deceive,v.欺骗。
,deceiver,骗子。Your inner deceiver.
,deceit,n.v.欺骗，诡计，谎言。
,conceive,"v.想象,构思,怀孕=pregnant。conceive a hatred 怀恨在心。conceive prejudices 抱有偏见。"
,conceivable,adj.可想到的，可相信的，可想象的。It is hardly conceivable that she should do such a thing.
,conceit,n.自负。I can say without conceit that i have talent。in one's own conceit 自以为是。
,preconceive,v.预想，对...事先加以考虑。
,concept,观点
,conception,n.构思，设想，观点，怀孕，受孕。beyond conception 不可思议。
,susceptive,adj.敏感的，感受性强的，易接受的。
,susceptible,adj.易得病的，易受影响的，易受感动的，易动感情的。Somebody are susceptible to the illusion 易受错觉影响。
,limb,n.肢，大树枝。v.切断..的手足。upper limb 上肢。artificial limb 假肢。
,numb,adj.麻木的，失去感觉的，迟钝的，呆滞的。v.使麻木，使迟滞，使失去知觉，使减轻。I use food to numb my pain 我用食物来麻痹我的痛苦。.
,jungle,丛林。jargon 行话。
,juggle,n.变戏法. v.玩杂耍，尽力对付。it is hard to juggle the obligations of work and family.
,jangle,n.争吵，金属撞击声。v.发出叮当声，刺激。
,jingle,n.v.叮当声，叮当作响，节拍规则的简单诗歌。Jingle Bells 铃儿响叮当。
,jiggle,v.轻摇；抖动；（使）左右摇摆  n.轻摇；微动。比如 I jiggle my belly 抖了抖我的大肚子。
,ketosis,酮病
,ketone,酮
,ketogenic,生酮的，能转化为酮的
,glycogen,糖原，动物淀粉
,glucose,葡萄糖
,insulin,胰岛素
,diabete,糖尿病
,dementia,n.痴呆，精神错乱
,epilepsy,癫痫
,episodic,"adj.由一系列独立部分组成的，偶然发生的，连载的。episode 一集。
episodic memory 情节记忆，情景记忆"
,marrow,髓，骨髓
,encompass,"v.包含，包围。all-encompassing 无所不包的。
exclude 反义词。"
,shirk,v.逃避(工作，责任). n.逃避者，偷懒者。
,shrink,
,sneak,"v.溜，偷偷地走，偷偷地做，偷带。adj 突然的，出其不意的。n.告状者。过去式和过去分词是 snuck.
sneak up on sb 偷偷走近。sneak a peek 偷看，偷瞥。"
,sneaker,运动鞋，卑鄙者，鬼鬼崇崇做事的人。
,snake,n.蛇，蜿蜒，曲折前行。
,snack,n.快餐，小吃
,testimony,n.证词，证言，证据，表明。
,testament,n.证据，证明，遗嘱。the old Testament/new Testament 旧约/新约。
,detest,v.憎恨，厌恶。I detest creepy crawlies 令人讨厌的爬虫。
,parasite,n.寄生虫。para表示旁边，在旁边角落里生活。
,paradise,n.天堂
,paradox,"n.自相矛盾的话
dilemma 两难境地"
,formulate,"v.制订，规划，构想，确切表达，认真阐述。formulate strategy 制定策略。formulated oil 调和油。
formulate something logically 有逻辑地表达某事。"
,formula,n.公式，原则
,luxury,n.奢侈，豪华，奢侈品。
,luxurious,奢侈的，豪华的，心满意足的
,extravagant,奢侈的，铺张浪费的。
,neglect,
,negligible,adj.可忽略的，无足轻重的
,overlook,v. 忽视，忽略，不提拔；眺望，俯瞰
,ignoreable,adj.可忽略的
,novice,n.新手，初学者。I am a computer novice.菜鸟。
,rookie,n.新手；（第一年参加比赛的）新队员
,prophecy,n.预言；预言能力。People have craved for prophecy 人们祈求能得到预言。
,Prophet,先知
家务，琐事,chaos,混乱，混沌。
家务，琐事,chore,家庭杂务，杂活。是可数名词。I performed my chores.
家务，琐事,errand,n.差事，跑腿。I ran my errands.
家务，琐事,routine,n.adj. quitely polishing the routine of my life.
家务，琐事,trivial,adj.琐碎的，不重要的，容易解决的；（人）务小的，浅薄的。 It is a trivial surgery 小手术
家务，琐事,petty,n.不重要的，琐碎的，小的；小气的，小心眼的；次要的，职位低的；（罪行）轻微的. petty cash（会计）零用金
,ambience,n.气氛，环境，格调。= atmosphere。exotic ambience 异国情调。
,ware,n.陶器，器皿，商品。v.留意，小心。
,wear,n.v. 穿戴
,race nv.,比赛；种族。
,racism,n.种族主义，种族歧视，种族迫害。
,racist,adj.种族主义的。n.种族主义者。
,racial,adj.种族关系的，种族之间的，人种的，种族的。racial violence 种族暴力
,ethnic,adj.(有关)种族的，民族的，少数民族的，异国的。n.少数民族成员。
,ethnical,adj.种族的(=ethic)，人种的，人种学的。 All the racial and ethnic groups 所有的种族和族群。
称呼,auntie,姑妈，姨妈，舅妈，阿姨。= aunt
称呼,nephew,侄子，外甥
称呼,niece,侄女，外甥女
自发，自主，自动,spontaneous,自发的
自发，自主，自动,autonomous,自治的，自主的，自动的
自发，自主，自动,autonomy,"n.自治，自治权；独立自主，自主权
anatomy n.解剖学；解剖结构；剖析，详细分析；原因，成因；骨骼"
自发，自主，自动,voluntary,adj .自愿的，自发的，主动的；志愿的，义务性的，无偿的。
自发，自主，自动,involuntary,"adj.非自愿的，不由自主的；不知不觉的。
近义：unintentional 表示非故意的，reflexive 表示 反射的，或本能的
He let out an involuntary gasp when he saw the accident. （当他看到事故时，不由自主地倒吸了一口气。）
Blinking is an involuntary action. （眨眼是一种无意识的动作。）
Tears can sometimes be an involuntary response to strong emotions. （眼泪有时是强烈情感的一种无意识反应。）"
自发，自主，自动,voluntarily,adv.自动地；以自由意志。voluntarily surrender 自首。
自发，自主，自动,involuntarily,adv.无心地；身不由己地；偶然地。involuntarily unemployed 非自愿失业。involuntarily fall asleep 不由自主地睡着。
,impatient,不耐烦的，急切的。inpatient 住院病人，住院的
,impair,"v. 损害，削弱。When driving, fog may impair your vision."
,impaired,adj. 受损的，出毛病的；有（身体或智力）缺陷的  impaired driver 无能力的驾驶员（如饮酒、吸毒后）。
,impairment,n.（身体或智力方面的）损伤，缺陷，障碍
,impound,v.没收，扣留（非法的车辆、物品等）。The police impounded his car because he was driving without insurance.
,impoundment,n. The driver is responsible for all impoundment fees. 驾驶人要承担所有扣车费用。
,staple,"n.主要产品，支柱产品，主食，主要部分；标配。
staples like eggs and pork are more expensive now. The virtue of self-control is a staple in most religions."
,stable,稳定的。
,nuance,n.细微差别。Average eliminated all the nuance.
,normalcy,常态
,norm,n.社会准则，行为规范，平均水平，常态，平常事物
,anomaly,n.异常事物，反常现象
,hew,n.砍，劈，砍倒，砍成。遵从，坚持。Whether someone is considered normal depends on how close they hew to the average.
,cleave,v.砍开，劈开
